,0,1,2,3,4,5,6,7,8
622,Portland General Electric Co,POR.N,"12-Feb-2016, 20:04",12-Feb-2016,31-Dec-2015,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2015",US,Electric Utilities (NEC),161413602
623,Calpine Corp,CPN.N^C18,"12-Feb-2016, 20:04",12-Feb-2016,31-Dec-2015,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2015",US,Electric Utilities (NEC),161413686
624,CMS Energy Corp,CMS.N,"11-Feb-2016, 23:39",11-Feb-2016,31-Dec-2015,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2015",US,Multiline Utilities,161408409
625,Baltimore Gas and Electric Co,BGLEN.PK^I16,"11-Feb-2016, 06:50",10-Feb-2016,31-Dec-2015,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the Fiscal Year Ended December 31, 2015",US,Electric Utilities (NEC),161406193
626,DTE Electric Co,—,"11-Feb-2016, 05:45",10-Feb-2016,31-Dec-2015,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the Fiscal Year Ended December 31, 2015",US,Electric Utilities (NEC),161405524
627,Tennessee Valley Authority,TVC.N,"21-Nov-2015, 03:16",20-Nov-2015,30-Sep-2015,"ANNUAL REPORT PURSUANT TO SECTION 13, 15(d), OR 37 OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended September 30, 2015",US,Electric Utilities (NEC),151245946
628,Solaris Power Cells Inc,SPCL.PK^K18,"21-Apr-2015, 19:12",21-Apr-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended: December 31, 2014.",US,"Auto, Truck & Motorcycle Parts (NEC)",15781576
629,Premier Holding Corp,PRHL.PK,"16-Apr-2015, 06:27",15-Apr-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES AND EXCHANGE ACT OF 1934 o TRANSITION REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15772652
630,Sempra Texas Holdings Corp,—,"01-Apr-2015, 05:57",31-Mar-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 FOR THE FISCAL YEAR ENDED DECEMBER 31, 2014",US,Electric Utilities (NEC),15739653
631,Sempra Texas Intermediate Holding Company LLC,—,"01-Apr-2015, 05:53",31-Mar-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 FOR THE FISCAL YEAR ENDED DECEMBER 31, 2014",US,Electric Utilities (NEC),15739757
632,Energy Future Competitive Holdings Company LLC,TXHCO.PK^J05,"01-Apr-2015, 05:49",31-Mar-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 FOR THE FISCAL YEAR ENDED DECEMBER 31, 2014",US,Electric Utilities (NEC),15739690
633,Cei Funding LLC,—,"01-Apr-2015, 05:13",31-Mar-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2014",US,—,15739280
634,EuroSite Power Inc,EUSP.PK,"01-Apr-2015, 04:42",31-Mar-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15738944
635,CenterPoint Energy Transition Bond IV Co LLC,—,"01-Apr-2015, 03:34",31-Mar-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15738426
636,CenterPoint Energy Transition Bond II Co LLC,—,"01-Apr-2015, 03:33",31-Mar-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2014",US,Corporate Financial Services (NEC),15738415
637,Summer Energy Holdings Inc,SUME.PK,"01-Apr-2015, 00:45",31-Mar-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(D) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15737444
638,AEP Texas Central Transition Funding II LLC,—,"31-Mar-2015, 03:29",30-Mar-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 for the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15733642
639,Windstream Bv Holdings LLC,BVWN.PK^G17,"31-Mar-2015, 03:04",30-Mar-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For The Fiscal Year Ended December 31, 2014",US,Electric Utilities (NEC),15733635
640,Aspirity Holdings LLC,—,"31-Mar-2015, 00:30",30-Mar-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 FOR THE FISCAL YEAR ENDED DECEMBER 31, 2014",US,Electric Utilities (NEC),15733049
641,Entergy Gulf States Reconstruction Funding I LLC,—,"28-Mar-2015, 05:06",27-Mar-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15730976
642,Entergy Texas Restoration Funding LLC,—,"28-Mar-2015, 04:39",27-Mar-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15730800
643,Via Renewables Inc,VIA.OQ,"28-Mar-2015, 00:45",27-Mar-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15729658
644,Oglethorpe Power Corp,—,"27-Mar-2015, 04:29",26-Mar-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15727462
645,Greenbacker Renewable Energy Company LLC,—,"21-Mar-2015, 04:42",20-Mar-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(D) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15716237
646,Chugach Electric Association Inc,—,"21-Mar-2015, 04:37",20-Mar-2015,31-Dec-2014,"AL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15716220
647,Consumers 2014 Securitization Funding LLC,—,"20-Mar-2015, 00:51",19-Mar-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2014",US,—,15712126
648,Principal Solar Inc,PSWW.PK,"18-Mar-2015, 03:50",17-Mar-2015,31-Dec-2014,"ANNUAL REPORT UNDER SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15705956
649,US Geothermal Inc,HTM.A^D18,"17-Mar-2015, 06:11",16-Mar-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the year ended December 31, 2014",US,Electric Utilities (NEC),15703723
650,Orbital Infrastructure Group Inc,OIGBQ.PK,"17-Mar-2015, 05:07",16-Mar-2015,31-Dec-2014,"ANNUAL REPORT UNDER SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15702833
651,Pineapple Energy Inc,PEGY.OQ,"13-Mar-2015, 04:38",12-Mar-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15695770
652,Centerpoint Energy Houston Electric LLC,HSLPP.PK^H09,"10-Mar-2015, 04:17",09-Mar-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 FOR THE FISCAL YEAR ENDED DECEMBER 31, 2014",US,Electric Utilities (NEC),15684852
653,Alabama Power Co,ALP_pq.N^J22,"29-Jun-2015, 23:37",02-Mar-2015,31-Dec-2014,—,US,Electric Utilities (NEC),15662870
654,Wisconsin Public Service Corp,WIPSI.PK^K15,"03-Mar-2015, 05:17",02-Mar-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15664054
655,Ameren Corp,AEE.N,"03-Mar-2015, 04:42",02-Mar-2015,31-Dec-2014,"Annual report pursuant to Section 13 or 15(d) of the Securities Exchange Act of 1934 for the fiscal year ended December 31, 2014",US,Multiline Utilities,15663854
656,Otter Tail Corp,OTTR.OQ,"03-Mar-2015, 01:29",02-Mar-2015,31-Dec-2014,"Annual Report pursuant to Section 13 or 15(d) of the Securities Exchange Act of 1934 For the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15663019
657,Alabama Power Co,ALP_pq.N^J22,"03-Mar-2015, 01:03",02-Mar-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the Fiscal Year Ended December 31, 2014",US,Electric Utilities (NEC),15662873
658,Duke Energy Carolinas LLC,—,"02-Mar-2015, 20:37",02-Mar-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal period ended December 31, 2014",US,Electric Utilities (NEC),15661519
659,Berkshire Hathaway Energy Co,—,"02-Mar-2015, 20:27",02-Mar-2015,31-Dec-2014,"Annual Report Pursuant to Section 13 or 15(d) of the Securities Exchange Act of 1934 For the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15661180
660,,PSD.N^B09,,,,,,,
661,MidAmerican Energy Co,—,"02-Mar-2015, 20:21",02-Mar-2015,31-Dec-2014,"Annual Report Pursuant to Section 13 or 15(d) of the Securities Exchange Act of 1934 For the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15661080
662,Sierra Pacific Power Co,SIPFO.PK^F06,"02-Mar-2015, 20:14",02-Mar-2015,31-Dec-2014,"Annual Report Pursuant to Section 13 or 15(d) of the Securities Exchange Act of 1934 For the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15661148
663,Pacificorp,PPWLO.PK,"02-Mar-2015, 20:14",02-Mar-2015,31-Dec-2014,"Annual Report Pursuant to Section 13 or 15(d) of the Securities Exchange Act of 1934 For the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15661113
664,Nevada Power Co,—,"02-Mar-2015, 20:14",02-Mar-2015,31-Dec-2014,"Annual Report Pursuant to Section 13 or 15(d) of the Securities Exchange Act of 1934 For the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15661128
665,NRG Energy Inc,NRG.N,"28-Feb-2015, 08:44",27-Feb-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the Fiscal Year ended December 31, 2014",US,Electric Utilities (NEC),15660164
666,Cleco Corporate Holdings LLC,CNL.N^D16,"28-Feb-2015, 06:58",27-Feb-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15659329
667,El Paso Electric Co,EE.N^G20,"28-Feb-2015, 06:07",27-Feb-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15658525
668,PNM Resources Inc,PNM.N,"28-Feb-2015, 06:05",27-Feb-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the Fiscal Year Ended December 31, 2014",US,Electric Utilities (NEC),15658459
669,Dominion Energy South Carolina Inc,SCG_p.N^L09,"28-Feb-2015, 04:51",27-Feb-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the Fiscal Year Ended December 31, 2014",US,Electric Utilities (NEC),15657440
670,Oncor Electric Delivery Transition Bond Company LLC,—,"28-Feb-2015, 00:26",27-Feb-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the Fiscal Year Ended December 31, 2014",US,Electric Utilities (NEC),15655484
671,Dominion Energy Inc,D.N,"28-Feb-2015, 00:20",27-Feb-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15655414
672,Wisconsin Electric Power Co,WELPP.PK,"28-Feb-2015, 00:07",27-Feb-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the Fiscal Year Ended December 31, 2014",US,Electric Utilities (NEC),15655365
673,WEC Energy Group Inc,WEC.N,"27-Feb-2015, 23:51",27-Feb-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the Fiscal Year Ended December 31, 2014",US,Electric Utilities (NEC),15655285
674,TECO Energy Inc,TE.N^G16,"27-Feb-2015, 23:40",27-Feb-2015,31-Dec-2014,"Annual Report Pursuant to Section 13 or 15(d) of the Securities Exchange Act of 1934 For the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15655241
675,Oncor Electric Delivery Company LLC,—,"27-Feb-2015, 20:20",27-Feb-2015,31-Dec-2014,"AL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the Fiscal Year Ended December 31, 2014",US,Electric Utilities (NEC),15654715
676,Atlantic City Electric Co,ANTEM.PK^C11,"27-Feb-2015, 20:20",27-Feb-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 or 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15654325
677,Hawaiian Electric Company Inc,HAWLI.PK,"27-Feb-2015, 08:09",26-Feb-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15653926
678,ITC Holdings Corp,ITC.N^J16,"27-Feb-2015, 08:05",26-Feb-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15653797
679,Atlantic Power Corp,AT.N^E21,"27-Feb-2015, 07:52",26-Feb-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2014",CA,Electric Utilities (NEC),15653692
680,,EAI.N,,,,,,,
681,San Diego Gas & Electric Co,SDO_ph.A^J13,"27-Feb-2015, 06:36",26-Feb-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year December 31, 2014",US,Electric Utilities (NEC),15652738
682,Black Hills Power Inc,—,"27-Feb-2015, 06:01",26-Feb-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15652335
683,MGE Energy Inc,MGEE.OQ,"27-Feb-2015, 02:26",26-Feb-2015,31-Dec-2014,"Annual Report Pursuant to Section 13 or 15(d) of the Securities Exchange Act of 1934 For the fiscal year ended: December 31, 2014",US,Electric Utilities (NEC),15651227
684,OGE Energy Corp,OGE.N,"26-Feb-2015, 22:15",26-Feb-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15650320
685,UIL Holdings Corp (Pre-Merger),UIL.N^L15,"26-Feb-2015, 21:12",26-Feb-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15650094
686,AES Corp,AES.N,"26-Feb-2015, 20:20",26-Feb-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the Fiscal Year Ended December 31, 2014",US,Electric Utilities (NEC),15649491
687,DPL Inc,DPL.N^K11,"26-Feb-2015, 20:15",26-Feb-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15649528
688,Ipalco Enterprises Inc,IPL.N^C01,"26-Feb-2015, 20:14",26-Feb-2015,31-Dec-2014,"AL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15649522
689,Connecticut Light and Power Co,CNLPL.PK,"26-Feb-2015, 07:37",25-Feb-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the Fiscal Year Ended December 31, 2014",US,Electric Utilities (NEC),15649044
690,Evergy Kansas Central Inc,WREGH.PK^F02,"26-Feb-2015, 07:13",25-Feb-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 or 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15648782
691,Evergy Metro Inc,—,"26-Feb-2015, 07:10",25-Feb-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15648738
692,Alliant Energy Corp,LNT.OQ,"25-Feb-2015, 20:17",25-Feb-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15645677
693,Edison International,EIX.N,"25-Feb-2015, 06:16",24-Feb-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15643522
694,Southwestern Public Service Co,SPS.N^H97,"24-Feb-2015, 07:26",23-Feb-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15640697
695,Northern States Power Co (Wisconsin),—,"24-Feb-2015, 07:17",23-Feb-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15640576
696,Kentucky Utilities Co,KUTLP.PK^J05,"24-Feb-2015, 04:50",23-Feb-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 for the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15639290
697,Arizona Public Service Co,AZD.N^A00,"22-Sep-2015, 21:57",20-Feb-2015,31-Dec-2014,—,US,Electric Utilities (NEC),15633798
698,American Electric Power Company Inc,AEP.OQ,"21-Feb-2015, 07:31",20-Feb-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15636757
699,Nextera Energy Partners LP,NEP.N,"21-Feb-2015, 07:24",20-Feb-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15636792
700,,ELB.N^L03,,,,,,,
701,Public Service Company of Colorado,—,"21-Feb-2015, 06:17",20-Feb-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15635874
702,Northern States Power Co,—,"21-Feb-2015, 06:09",20-Feb-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15635718
703,Xcel Energy Inc,XEL.OQ,"21-Feb-2015, 06:04",20-Feb-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15635623
704,Arizona Public Service Co,AZD.N^A00,"20-Feb-2015, 22:35",20-Feb-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15633797
705,Empire District Electric Co,EDE.N^A17,"20-Feb-2015, 20:08",20-Feb-2015,31-Dec-2014,"Annual report pursuant to Section 13 or 15(d) of the Securities Exchange Act of 1934 For the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15633615
706,Consolidated Edison Company of New York Inc,CEDNM.PK^E12,"20-Feb-2015, 07:06",19-Feb-2015,31-Dec-2014,"Annual Report Pursuant To Section 13 or 15(d) of the Securities Exchange Act of 1934 FOR THE FISCAL YEAR ENDED DECEMBER 31, 2014",US,Multiline Utilities,15632475
707,Tucson Electric Power Co,—,"20-Feb-2015, 03:19",19-Feb-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15631050
708,Idacorp Inc,IDA.N,"19-Feb-2015, 22:14",19-Feb-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15630270
709,FirstEnergy Corp,FE.N,"18-Feb-2015, 06:35",17-Feb-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the FISCAL YEAR ended December 31, 2014",US,Electric Utilities (NEC),15623243
710,ALLETE Inc,ALE.N,"17-Feb-2015, 21:54",17-Feb-2015,31-Dec-2014,"Annual Report Pursuant to Section 13 or 15(d) of the Securities Exchange Act of 1934 For the fiscal year ended December 31, 2014",US,Electric Utilities (NEC),15617936
711,Baltimore Gas and Electric Co,BGLEN.PK^I16,"14-Feb-2015, 06:20",13-Feb-2015,31-Dec-2014,"ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934 For the Fiscal Year Ended December 31, 2014",US,Electric Utilities (NEC),15614733
